"日付","終値","始値","高値","安値","出来高","変化率 %"
"2021-05-30","3,920,605","3,824,164","3,920,605","3,824,164","4.59K","2.58%"
"2021-05-31","4,083,455","3,920,605","4,083,455","3,843,521","5.82K","4.15%"
"2021-06-01","4,021,000","4,083,455","4,083,455","4,021,000","4.81K","-1.53%"
"2021-06-02","4,120,176","4,021,000","4,120,176","4,021,000","3.94K","2.47%"
"2021-06-03","4,327,000","4,119,394","4,327,000","4,119,394","4.64K","5.02%"
"2021-06-04","4,044,706","4,328,309","4,328,309","4,044,706","5.84K","-6.52%"
"2021-06-05","3,899,450","4,044,706","4,044,706","3,899,450","4.71K","-3.59%"
"2021-06-06","3,928,699","3,899,450","3,928,699","3,899,450","2.52K","0.75%"
"2021-06-07","3,677,468","3,928,699","3,928,699","3,677,468","4.43K","-6.39%"
"2021-06-08","3,654,700","3,677,468","3,677,468","3,654,700","7.19K","-0.62%"
"2021-06-09","4,101,256","3,654,700","4,101,256","3,654,700","8.09K","12.22%"
"2021-06-10","4,016,156","4,098,716","4,098,716","4,016,156","6.61K","-2.07%"
"2021-06-11","4,094,685","4,016,156","4,094,685","4,016,156","4.51K","1.96%"
"2021-06-12","3,902,996","4,096,165","4,096,165","3,902,996","4.67K","-4.68%"
"2021-06-13","4,278,249","3,904,362","4,278,249","3,904,362","4.58K","9.61%"
"2021-06-14","4,457,873","4,278,249","4,457,873","4,278,249","6.27K","4.20%"
"2021-06-15","4,423,174","4,457,871","4,464,000","4,410,144","4.39K","-0.78%"
"2021-06-16","4,255,054","4,423,174","4,423,174","4,255,054","4.35K","-3.80%"
"2021-06-17","4,204,003","4,255,054","4,350,898","4,204,003","3.68K","-1.20%"
"2021-06-18","3,958,669","4,204,780","4,204,780","3,958,669","4.61K","-5.84%"
"2021-06-19","3,917,150","3,958,669","3,958,669","3,917,150","3.82K","-1.05%"
"2021-06-20","3,919,723","3,916,594","3,919,723","3,916,594","4.56K","0.07%"
"2021-06-21","3,490,846","3,919,723","3,919,723","3,490,846","10.07K","-10.94%"
"2021-06-22","3,596,647","3,491,419","3,596,647","3,491,419","11.31K","3.03%"
"2021-06-23","3,740,959","3,597,263","3,740,959","3,597,263","6.99K","4.01%"
"2021-06-24","3,844,100","3,741,992","3,844,100","3,741,992","5.41K","2.76%"
"2021-06-25","3,505,346","3,844,100","3,844,100","3,505,346","6.46K","-8.81%"
"2021-06-26","3,586,652","3,505,346","3,586,652","3,505,346","6.77K","2.32%"
"2021-06-27","3,840,830","3,575,317","3,840,830","3,575,317","6.17K","7.09%"
"2021-06-28","3,813,979","3,843,000","3,843,000","3,784,000","4.99K","-0.70%"
"2021-06-29","3,968,198","3,815,362","3,968,198","3,815,362","5.47K","4.04%"
"2021-06-30","3,900,000","3,968,198","3,968,198","3,886,380","3.95K","-1.72%"
"2021-07-01","3,741,328","3,900,000","3,900,000","3,711,118","3.80K","-4.07%"
"2021-07-02","3,754,712","3,741,328","3,754,712","3,741,328","3.59K","0.36%"
"2021-07-03","3,854,321","3,754,712","3,854,321","3,754,712","2.78K","2.65%"
"2021-07-04","3,921,388","3,862,122","3,948,520","3,857,393","3.04K","1.74%"
"2021-07-05","3,739,033","3,921,388","3,921,388","3,739,033","3.81K","-4.65%"
"2021-07-06","3,780,000","3,739,635","3,826,616","3,739,635","4.00K","1.10%"
"2021-07-07","3,751,927","3,786,710","3,876,645","3,743,542","3.04K","-0.74%"
"2021-07-08","3,583,193","3,751,927","3,758,058","3,532,219","4.67K","-4.50%"
"2021-07-09","3,723,920","3,631,099","3,754,000","3,593,446","3.21K","3.93%"
"2021-07-10","3,692,116","3,723,920","3,772,829","3,641,000","2.10K","-0.85%"
"2021-07-11","3,772,000","3,692,116","3,800,000","3,673,912","2.55K","2.16%"
"2021-07-12","3,656,342","3,774,000","3,816,663","3,604,391","3.39K","-3.07%"
"2021-07-13","3,619,789","3,655,000","3,681,418","3,563,634","2.64K","-1.00%"
"2021-07-14","3,609,660","3,619,789","3,642,441","3,499,000","3.62K","-0.28%"
"2021-07-15","3,503,330","3,609,660","3,645,708","3,430,260","3.45K","-2.95%"
"2021-07-16","3,459,141","3,503,330","3,550,060","3,424,000","2.73K","-1.26%"
"2021-07-17","3,474,367","3,459,141","3,518,900","3,435,450","1.85K","0.44%"
"2021-07-18","3,494,352","3,474,367","3,569,999","3,431,839","2.17K","0.58%"
"2021-07-19","3,380,579","3,494,352","3,508,073","3,330,000","3.88K","-3.26%"
"2021-07-20","3,276,000","3,381,285","3,401,399","3,211,962","4.08K","-3.09%"
"2021-07-21","3,542,668","3,276,000","3,616,000","3,246,953","5.26K","8.14%"
"2021-07-22","3,555,000","3,545,000","3,575,000","3,500,520","2.98K","0.35%"
"2021-07-23","3,720,011","3,555,000","3,720,011","3,538,192","2.72K","4.64%"
"2021-07-24","3,740,000","3,720,535","3,760,049","3,694,210","3.05K","0.54%"
"2021-07-25","3,897,751","3,838,229","3,898,883","3,738,620","3.39K","4.22%"
"2021-07-26","4,099,000","3,899,000","4,440,000","3,882,879","9.44K","5.16%"
"2021-07-27","4,333,864","4,099,000","4,335,968","4,005,065","5.04K","5.73%"
"2021-07-28","4,396,326","4,331,401","4,495,035","4,278,283","6.26K","1.44%"
"2021-07-29","4,377,710","4,397,063","4,455,999","4,314,548","4.42K","-0.42%"
"2021-07-30","4,627,607","4,377,710","4,632,355","4,201,000","5.09K","5.71%"
"2021-07-31","4,546,388","4,624,840","4,639,768","4,506,226","3.13K","-1.76%"
"2021-08-01","4,378,000","4,547,700","4,667,316","4,332,730","3.69K","-3.70%"
"2021-08-02","4,281,000","4,378,000","4,438,829","4,231,099","3.21K","-2.22%"
"2021-08-03","4,165,429","4,281,000","4,347,000","4,115,000","3.65K","-2.70%"
"2021-08-04","4,350,000","4,165,429","4,374,819","4,100,391","3.25K","4.43%"
"2021-08-05","4,485,000","4,350,000","4,538,000","4,094,357","5.02K","3.10%"
"2021-08-06","4,708,477","4,485,000","4,751,123","4,380,002","6.12K","4.98%"
"2021-08-07","4,911,625","4,708,477","4,920,000","4,684,000","5.17K","4.31%"
"2021-08-08","4,834,501","4,911,625","4,993,333","4,774,376","4.59K","-1.57%"
"2021-08-09","5,100,244","4,833,496","5,113,999","4,720,999","5.45K","5.50%"
"2021-08-10","5,038,669","5,099,219","5,143,548","4,939,816","3.98K","-1.21%"
"2021-08-11","5,031,705","5,038,669","5,165,998","5,016,798","3.65K","-0.14%"
"2021-08-12","4,903,825","5,031,188","5,103,000","4,836,265","3.78K","-2.54%"
"2021-08-13","5,234,999","4,903,825","5,241,086","4,888,230","3.89K","6.75%"
"2021-08-14","5,163,907","5,235,000","5,257,776","5,040,101","3.38K","-1.36%"
"2021-08-15","5,143,330","5,163,907","5,189,404","4,990,936","3.16K","-0.40%"
"2021-08-16","5,019,039","5,143,330","5,234,691","4,992,504","4.21K","-2.42%"
"2021-08-17","4,895,017","5,019,039","5,150,000","4,871,158","3.85K","-2.47%"
"2021-08-18","4,913,000","4,896,898","5,053,016","4,851,472","3.17K","0.37%"
"2021-08-19","5,127,834","4,913,000","5,156,894","4,840,300","4.31K","4.37%"
"2021-08-20","5,386,824","5,131,361","5,387,945","5,119,081","6.31K","5.05%"
"2021-08-21","5,358,003","5,386,825","5,439,000","5,287,921","3.29K","-0.54%"
"2021-08-22","5,389,358","5,358,003","5,414,623","5,273,932","2.38K","0.59%"
"2021-08-23","5,428,951","5,389,358","5,477,099","5,375,999","3.90K","0.73%"
"2021-08-24","5,241,647","5,428,000","5,467,674","5,230,000","3.23K","-3.45%"
"2021-08-25","5,383,889","5,236,328","5,409,124","5,176,879","2.83K","2.71%"
"2021-08-26","5,157,976","5,383,889","5,426,107","5,107,898","3.18K","-4.20%"
"2021-08-27","5,377,352","5,154,311","5,384,086","5,102,574","3.66K","4.25%"
"2021-08-28","5,352,931","5,377,352","5,400,500","5,299,519","2.39K","-0.45%"
"2021-08-29","5,314,447","5,355,000","5,416,263","5,247,738","3.19K","-0.72%"
"2021-08-30","5,157,915","5,314,447","5,327,888","5,146,625","3.42K","-2.95%"
"2021-08-31","5,180,461","5,157,915","5,277,000","5,125,190","3.08K","0.44%"
"2021-09-01","5,370,667","5,180,461","5,388,888","5,127,688","3.14K","3.67%"
"2021-09-02","5,412,000","5,370,667","5,509,712","5,349,098","4.48K","0.77%"
"2021-09-03","5,488,567","5,412,000","5,575,900","5,308,286","4.97K","1.41%"
"2021-09-04","5,480,003","5,488,567","5,535,000","5,425,472","1.96K","-0.16%"
"2021-09-05","5,661,974","5,480,003","5,684,999","5,441,001","2.46K","3.32%"
"2021-09-06","5,785,000","5,660,469","5,794,000","5,602,943","2.51K","2.17%"
"2021-09-07","5,177,076","5,785,000","5,800,000","4,987,654","6.10K","-10.51%"
"2021-09-08","5,080,007","5,180,000","5,231,212","4,898,211","4.40K","-1.87%"
"2021-09-09","5,094,996","5,080,007","5,195,752","5,021,367","2.09K","0.30%"
"2021-09-10","4,935,382","5,094,996","5,166,399","4,863,099","2.44K","-3.13%"
"2021-09-11","4,970,421","4,934,377","5,056,082","4,913,521","1.25K","0.71%"
"2021-09-12","5,060,487","4,970,421","5,099,998","4,924,686","1.79K","1.81%"
"2021-09-13","4,944,019","5,056,219","5,147,605","4,789,900","3.52K","-2.30%"
"2021-09-14","5,170,158","4,944,019","5,181,850","4,917,695","2.08K","4.57%"
"2021-09-15","5,269,514","5,170,158","5,300,000","5,121,932","2.01K","1.92%"
"2021-09-16","5,238,769","5,269,514","5,300,000","5,162,000","1.97K","-0.58%"
"2021-09-17","5,200,215","5,238,769","5,288,849","5,145,018","1.54K","-0.74%"
"2021-09-18","5,309,564","5,200,215","5,360,000","5,175,221","1.90K","2.10%"
"2021-09-19","5,199,215","5,309,564","5,319,990","5,152,000","1.51K","-2.08%"
"2021-09-20","4,708,805","5,199,215","5,208,646","4,654,818","4.54K","-9.43%"
"2021-09-21","4,443,155","4,708,805","4,783,000","4,325,000","5.53K","-5.64%"
"2021-09-22","4,788,586","4,443,158","4,824,349","4,430,129","3.35K","7.77%"
"2021-09-23","4,955,000","4,788,586","4,964,998","4,738,887","2.52K","3.48%"
"2021-09-24","4,745,957","4,955,000","4,986,484","4,500,002","5.25K","-4.22%"
"2021-09-25","4,730,000","4,745,957","4,762,578","4,616,168","1.79K","-0.34%"
"2021-09-26","4,789,654","4,730,000","4,863,322","4,520,026","2.50K","1.26%"
"2021-09-27","4,682,099","4,783,963","4,905,514","4,678,699","2.47K","-2.25%"
"2021-09-28","4,579,191","4,684,421","4,760,295","4,561,261","2.40K","-2.20%"
"2021-09-29","4,651,215","4,579,191","4,746,346","4,549,667","2.21K","1.57%"
"2021-09-30","4,878,202","4,651,215","4,900,606","4,638,266","2.76K","4.88%"
"2021-10-01","5,348,191","4,878,202","5,380,000","4,818,731","4.61K","9.63%"
"2021-10-02","5,290,268","5,348,191","5,361,999","5,268,227","1.49K","-1.08%"
"2021-10-03","5,352,884","5,290,000","5,445,651","5,228,702","1.69K","1.18%"
"2021-10-04","5,453,102","5,352,884","5,484,044","5,201,699","3.08K","1.87%"
"2021-10-05","5,732,959","5,457,259","5,774,314","5,435,001","2.93K","5.13%"
"2021-10-06","6,161,731","5,732,959","6,203,663","5,616,119","5.15K","7.48%"
"2021-10-07","6,001,452","6,161,731","6,164,594","5,952,100","2.76K","-2.60%"
"2021-10-08","6,060,792","6,001,452","6,275,000","5,998,000","3.20K","0.99%"
"2021-10-09","6,164,000","6,060,792","6,216,000","6,032,800","1.56K","1.70%"
"2021-10-10","6,145,272","6,164,036","6,307,359","6,080,000","2.63K","-0.30%"
"2021-10-11","6,515,000","6,142,408","6,544,460","6,117,855","3.53K","6.02%"
"2021-10-12","6,356,779","6,512,535","6,515,905","6,150,886","3.08K","-2.43%"
"2021-10-13","6,489,795","6,356,779","6,530,430","6,164,260","2.90K","2.09%"
"2021-10-14","6,523,400","6,489,795","6,635,000","6,460,000","2.64K","0.52%"
"2021-10-15","7,040,846","6,523,400","7,150,000","6,471,623","5.29K","7.93%"
"2021-10-16","6,943,502","7,040,846","7,100,000","6,865,000","2.32K","-1.38%"
"2021-10-17","7,027,457","6,943,502","7,041,752","6,730,000","2.19K","1.21%"
"2021-10-18","7,075,066","7,027,457","7,149,000","6,849,919","3.33K","0.68%"
"2021-10-19","7,364,000","7,075,707","7,379,000","7,014,607","3.73K","4.08%"
"2021-10-20","7,554,774","7,364,646","7,659,480","7,280,745","3.06K","2.59%"
"2021-10-21","7,080,185","7,555,000","7,598,000","7,064,237","4.44K","-6.28%"
"2021-10-22","6,895,333","7,080,384","7,267,999","6,811,271","3.42K","-2.61%"
"2021-10-23","6,959,294","6,895,333","7,005,307","6,774,372","1.76K","0.93%"
"2021-10-24","6,918,403","6,959,294","6,981,000","6,759,935","1.68K","-0.59%"
"2021-10-25","7,178,427","6,918,403","7,247,178","6,893,532","2.25K","3.76%"
"2021-10-26","6,891,979","7,180,871","7,202,227","6,841,168","1.94K","-3.99%"
"2021-10-27","6,656,683","6,896,595","7,011,811","6,622,000","2.60K","-3.41%"
"2021-10-28","6,883,415","6,656,683","7,090,428","6,600,008","2.52K","3.41%"
"2021-10-29","7,098,467","6,883,415","7,173,373","6,850,000","2.62K","3.12%"
"2021-10-30","7,056,438","7,098,467","7,109,000","6,936,091","1.42K","-0.59%"
"2021-10-31","7,014,554","7,060,000","7,108,000","6,855,980","1.79K","-0.59%"
"2021-11-01","6,952,339","7,009,911","7,137,580","6,812,301","2.62K","-0.89%"
"2021-11-02","7,208,405","6,955,335","7,300,000","6,920,000","3.24K","3.68%"
"2021-11-03","7,170,190","7,209,500","7,237,000","6,945,000","1.74K","-0.53%"
"2021-11-04","6,994,236","7,170,190","7,195,434","6,915,251","1.59K","-2.45%"
"2021-11-05","6,933,000","6,994,235","7,114,133","6,901,802","1.48K","-0.88%"
"2021-11-06","6,984,000","6,933,000","6,993,727","6,839,000","1.28K","0.74%"
"2021-11-07","7,176,000","6,984,000","7,176,000","6,970,112","1.77K","2.75%"
"2021-11-08","7,645,000","7,176,000","7,667,000","7,174,221","4.25K","6.54%"
"2021-11-09","7,561,725","7,645,000","7,722,222","7,490,000","2.61K","-1.09%"
"2021-11-10","7,398,000","7,561,725","7,794,000","7,261,350","3.55K","-2.17%"
"2021-11-11","7,399,876","7,395,001","7,479,998","7,332,389","1.97K","0.03%"
"2021-11-12","7,303,811","7,399,876","7,473,308","7,107,000","2.40K","-1.30%"
"2021-11-13","7,345,075","7,303,811","7,397,123","7,230,867","1.27K","0.56%"
"2021-11-14","7,464,023","7,345,588","7,464,023","7,260,000","1.43K","1.62%"
"2021-11-15","7,275,045","7,464,023","7,552,913","7,253,563","2.12K","-2.53%"
"2021-11-16","6,916,993","7,280,121","7,280,121","6,712,000","4.21K","-4.92%"
"2021-11-17","6,898,760","6,912,628","6,983,237","6,720,000","2.62K","-0.26%"
"2021-11-18","6,506,871","6,898,760","6,962,000","6,464,122","3.52K","-5.68%"
"2021-11-19","6,628,505","6,507,069","6,647,375","6,360,963","2.55K","1.87%"
"2021-11-20","6,814,224","6,628,505","6,833,999","6,559,602","1.57K","2.80%"
"2021-11-21","6,704,801","6,814,224","6,853,502","6,690,457","1.47K","-1.61%"
"2021-11-22","6,462,030","6,706,499","6,786,131","6,401,150","2.56K","-3.62%"
"2021-11-23","6,634,996","6,462,030","6,659,796","6,368,000","2.37K","2.68%"
"2021-11-24","6,597,510","6,634,996","6,646,681","6,447,029","2.10K","-0.56%"
"2021-11-25","6,785,379","6,600,849","6,848,000","6,583,177","2.02K","2.85%"
"2021-11-26","6,105,810","6,785,379","6,804,217","6,084,707","3.90K","-10.02%"
"2021-11-27","6,218,028","6,106,000","6,291,877","6,092,279","1.89K","1.84%"
"2021-11-28","6,520,466","6,215,624","6,536,195","6,060,000","2.08K","4.86%"
"2021-11-29","6,582,982","6,520,466","6,694,520","6,436,294","2.20K","0.96%"
"2021-11-30","6,457,586","6,582,982","6,679,161","6,337,000","3.15K","-1.90%"
"2021-12-01","6,468,000","6,455,667","6,679,990","6,385,000","2.75K","0.16%"
"2021-12-02","6,395,063","6,468,000","6,488,174","6,320,671","2.26K","-1.13%"
"2021-12-03","6,085,192","6,395,063","6,527,408","5,890,020","3.09K","-4.85%"
"2021-12-04","5,565,198","6,083,162","6,103,749","4,880,053","6.09K","-8.55%"
"2021-12-05","5,592,857","5,564,117","5,637,123","5,399,184","3.85K","0.50%"
"2021-12-06","5,740,000","5,593,682","5,787,522","5,357,028","4.72K","2.63%"
"2021-12-07","5,748,085","5,740,319","5,900,000","5,688,000","3.07K","0.14%"
"2021-12-08","5,742,250","5,748,085","5,831,166","5,540,001","3.38K","-0.10%"
"2021-12-09","5,405,886","5,742,250","5,780,020","5,377,723","3.42K","-5.86%"
"2021-12-10","5,356,514","5,405,886","5,680,160","5,327,006","3.80K","-0.91%"
"2021-12-11","5,599,377","5,355,022","5,618,648","5,312,186","2.60K","4.53%"
"2021-12-12","5,692,461","5,602,399","5,761,461","5,532,000","2.26K","1.66%"
"2021-12-13","5,311,515","5,692,461","5,701,782","5,200,724","4.10K","-6.69%"
"2021-12-14","5,498,520","5,311,515","5,530,000","5,265,000","3.29K","3.52%"
"2021-12-15","5,575,096","5,498,520","5,649,000","5,305,555","3.58K","1.39%"
"2021-12-16","5,413,000","5,575,948","5,644,950","5,407,006","2.37K","-2.91%"
"2021-12-17","5,252,765","5,413,000","5,462,656","5,160,000","3.28K","-2.96%"
"2021-12-18","5,333,119","5,252,041","5,387,550","5,181,593","1.92K","1.53%"
"2021-12-19","5,308,906","5,333,119","5,482,760","5,288,622","2.20K","-0.45%"
"2021-12-20","5,329,099","5,308,906","5,397,869","5,180,798","2.76K","0.38%"
"2021-12-21","5,579,913","5,332,277","5,624,937","5,300,500","2.84K","4.71%"
"2021-12-22","5,552,609","5,579,913","5,660,544","5,532,120","1.91K","-0.49%"
"2021-12-23","5,808,562","5,552,609","5,876,510","5,488,669","2.41K","4.61%"
"2021-12-24","5,817,441","5,813,000","5,924,549","5,772,813","2.13K","0.15%"
"2021-12-25","5,768,595","5,817,441","5,850,322","5,750,000","1.29K","-0.84%"
"2021-12-26","5,805,338","5,768,595","5,857,996","5,660,381","1.71K","0.64%"
"2021-12-27","5,820,883","5,808,996","5,980,691","5,771,493","2.05K","0.27%"
"2021-12-28","5,456,831","5,820,883","5,821,650","5,435,000","2.88K","-6.25%"
"2021-12-29","5,343,060","5,456,831","5,533,212","5,304,895","2.37K","-2.08%"
"2021-12-30","5,425,747","5,343,060","5,522,222","5,280,786","2.10K","1.55%"
"2021-12-31","5,325,242","5,423,487","5,589,859","5,254,877","2.90K","-1.85%"
"2022-01-01","5,495,000","5,325,242","5,515,000","5,323,749","1.36K","3.19%"
"2022-01-02","5,449,625","5,495,000","5,517,582","5,377,728","1.24K","-0.83%"
"2022-01-03","5,358,524","5,448,625","5,477,676","5,276,666","1.75K","-1.67%"
"2022-01-04","5,328,098","5,362,273","5,516,632","5,298,668","2.07K","-0.57%"
"2022-01-05","5,048,182","5,329,012","5,449,500","4,944,443","3.32K","-5.25%"
"2022-01-06","4,998,900","5,051,360","5,086,549","4,919,125","3.18K","-0.98%"
"2022-01-07","4,807,016","5,000,000","5,005,364","4,715,529","4.09K","-3.84%"
"2022-01-08","4,823,412","4,807,016","4,893,068","4,700,832","2.61K","0.34%"
"2022-01-09","4,844,534","4,823,412","4,947,009","4,772,503","2.01K","0.44%"
"2022-01-10","4,824,475","4,846,257","4,895,204","4,581,736","3.77K","-0.41%"
"2022-01-11","4,933,686","4,824,475","4,979,997","4,780,000","2.74K","2.26%"
"2022-01-12","5,044,043","4,933,686","5,083,108","4,901,818","2.47K","2.24%"
"2022-01-13","4,862,046","5,044,043","5,075,850","4,836,495","2.54K","-3.61%"
"2022-01-14","4,922,738","4,862,078","4,963,844","4,760,000","2.68K","1.25%"
"2022-01-15","4,926,803","4,922,738","5,003,864","4,871,922","1.33K","0.08%"
"2022-01-16","4,929,153","4,926,803","4,965,994","4,873,732","1.48K","0.05%"
"2022-01-17","4,839,249","4,929,153","4,940,345","4,770,070","1.92K","-1.82%"
"2022-01-18","4,853,936","4,839,249","4,889,999","4,736,368","2.25K","0.30%"
"2022-01-19","4,770,212","4,853,936","4,878,174","4,715,000","2.46K","-1.72%"
"2022-01-20","4,639,894","4,770,212","4,961,991","4,624,283","2.83K","-2.73%"
"2022-01-21","4,148,838","4,639,435","4,685,214","4,016,025","6.69K","-10.58%"
"2022-01-22","3,990,005","4,146,125","4,184,518","3,875,000","5.83K","-3.83%"
"2022-01-23","4,128,789","3,990,005","4,154,068","3,944,354","3.80K","3.48%"
"2022-01-24","4,185,000","4,128,789","4,278,702","3,758,138","6.80K","1.36%"
"2022-01-25","4,214,180","4,185,000","4,277,999","4,069,012","4.25K","0.70%"
"2022-01-26","4,229,766","4,214,180","4,406,929","4,161,290","5.18K","0.37%"
"2022-01-27","4,292,436","4,230,229","4,299,288","4,080,000","3.76K","1.48%"
"2022-01-28","4,346,669","4,292,436","4,378,250","4,184,255","3.10K","1.26%"
"2022-01-29","4,403,373","4,346,669","4,466,526","4,309,444","1.90K","1.30%"
"2022-01-30","4,374,133","4,403,373","4,425,020","4,314,001","1.88K","-0.66%"
"2022-01-31","4,432,335","4,372,479","4,461,762","4,235,851","2.68K","1.33%"
"2022-02-01","4,443,671","4,432,335","4,504,419","4,365,074","2.96K","0.26%"
"2022-02-02","4,223,411","4,443,671","4,462,325","4,189,001","2.60K","-4.96%"
"2022-02-03","4,291,293","4,225,388","4,292,585","4,167,685","2.35K","1.61%"
"2022-02-04","4,790,000","4,289,048","4,811,247","4,257,000","3.55K","11.62%"
"2022-02-05","4,773,827","4,791,341","4,830,522","4,720,500","2.29K","-0.34%"
"2022-02-06","4,887,930","4,773,827","4,920,000","4,745,860","1.78K","2.39%"
"2022-02-07","5,050,001","4,887,930","5,122,480","4,801,240","3.98K","3.32%"
"2022-02-08","5,095,904","5,048,882","5,257,291","4,935,097","4.28K","0.91%"
"2022-02-09","5,132,628","5,095,904","5,177,720","4,988,350","2.96K","0.72%"
"2022-02-10","5,054,853","5,132,628","5,310,273","5,028,254","4.57K","-1.52%"
"2022-02-11","4,891,511","5,055,494","5,092,968","4,845,113","3.57K","-3.23%"
"2022-02-12","4,879,636","4,891,511","4,966,325","4,823,001","2.00K","-0.24%"
"2022-02-13","4,867,892","4,879,636","4,945,000","4,842,570","1.46K","-0.24%"
"2022-02-14","4,919,826","4,867,892","4,954,074","4,805,791","2.49K","1.07%"
"2022-02-15","5,154,017","4,919,826","5,178,444","4,902,943","2.38K","4.76%"
"2022-02-16","5,066,235","5,157,345","5,158,406","5,004,777","1.76K","-1.70%"
"2022-02-17","4,657,141","5,066,235","5,100,000","4,608,756","2.60K","-8.07%"
"2022-02-18","4,606,074","4,657,141","4,725,093","4,543,807","1.83K","-1.10%"
"2022-02-19","4,617,713","4,606,074","4,663,000","4,570,000","0.83K","0.25%"
"2022-02-20","4,414,087","4,617,713","4,621,001","4,373,391","1.58K","-4.41%"
"2022-02-21","4,245,285","4,414,546","4,547,808","4,223,135","3.12K","-3.82%"
"2022-02-22","4,405,370","4,245,285","4,425,185","4,171,818","2.75K","3.77%"
"2022-02-23","4,283,443","4,405,370","4,518,470","4,264,106","1.82K","-2.77%"
"2022-02-24","4,432,578","4,283,443","4,580,134","3,941,150","5.38K","3.48%"
"2022-02-25","4,532,137","4,432,578","4,588,196","4,385,161","2.81K","2.25%"
"2022-02-26","4,523,999","4,532,137","4,650,000","4,463,013","1.43K","-0.18%"
"2022-02-27","4,357,255","4,523,999","4,601,938","4,275,000","2.61K","-3.69%"
"2022-02-28","4,971,301","4,357,255","5,067,007","4,332,564","4.07K","14.09%"
"2022-03-01","5,104,356","4,971,301","5,158,220","4,918,253","3.37K","2.68%"
"2022-03-02","5,075,614","5,104,356","5,219,269","5,000,000","2.71K","-0.56%"
"2022-03-03","4,906,652","5,074,978","5,100,000","4,831,715","2.06K","-3.33%"
"2022-03-04","4,504,751","4,906,652","4,911,357","4,435,000","2.53K","-8.19%"
"2022-03-05","4,531,796","4,504,751","4,556,194","4,440,000","1.13K","0.60%"
"2022-03-06","4,421,060","4,531,796","4,562,769","4,384,000","1.86K","-2.44%"
"2022-03-07","4,390,272","4,421,060","4,569,246","4,290,357","2.75K","-0.70%"
"2022-03-08","4,485,235","4,392,079","4,550,001","4,373,694","2.18K","2.16%"
"2022-03-09","4,862,323","4,485,235","4,928,861","4,479,000","3.08K","8.41%"
"2022-03-10","4,584,098","4,863,463","4,873,698","4,481,014","2.80K","-5.72%"
"2022-03-11","4,543,814","4,584,098","4,700,598","4,450,000","2.37K","-0.88%"
"2022-03-12","4,552,679","4,543,814","4,623,568","4,535,001","0.81K","0.20%"
"2022-03-13","4,446,469","4,555,023","4,610,000","4,421,661","1.05K","-2.33%"
"2022-03-14","4,688,164","4,446,469","4,719,994","4,416,000","2.14K","5.44%"
"2022-03-15","4,645,941","4,688,164","4,714,327","4,503,000","1.92K","-0.90%"
"2022-03-16","4,887,411","4,645,941","4,929,998","4,591,663","3.95K","5.20%"
"2022-03-17","4,850,262","4,887,411","4,920,000","4,806,835","1.53K","-0.76%"
"2022-03-18","4,975,235","4,850,262","5,041,662","4,780,000","1.83K","2.58%"
"2022-03-19","5,029,838","4,975,235","5,045,000","4,950,000","1.13K","1.10%"
"2022-03-20","4,924,073","5,026,878","5,038,409","4,876,400","1.14K","-2.10%"
"2022-03-21","4,905,627","4,924,073","4,950,000","4,831,444","1.48K","-0.37%"
"2022-03-22","5,135,045","4,905,627","5,202,000","4,899,200","3.00K","4.68%"
"2022-03-23","5,192,533","5,135,045","5,207,372","5,060,001","1.85K","1.12%"
"2022-03-24","5,382,461","5,191,306","5,405,320","5,169,653","2.65K","3.66%"
"2022-03-25","5,414,668","5,382,461","5,507,472","5,309,358","2.48K","0.60%"
"2022-03-26","5,436,112","5,414,668","5,464,781","5,385,000","0.79K","0.40%"
"2022-03-27","5,724,823","5,436,112","5,733,050","5,424,507","1.72K","5.31%"
"2022-03-28","5,821,658","5,724,823","5,955,555","5,699,003","3.90K","1.69%"
"2022-03-29","5,842,088","5,821,658","5,922,444","5,769,686","2.14K","0.35%"
"2022-03-30","5,738,529","5,842,088","5,842,088","5,698,000","1.53K","-1.77%"
"2022-03-31","5,540,000","5,738,529","5,782,167","5,506,232","1.85K","-3.46%"
"2022-04-01","5,674,997","5,540,000","5,746,000","5,423,634","1.91K","2.44%"
"2022-04-02","5,615,109","5,674,997","5,781,293","5,590,844","1.32K","-1.06%"
"2022-04-03","5,693,890","5,616,241","5,811,863","5,581,001","1.22K","1.40%"
"2022-04-04","5,720,000","5,693,890","5,751,171","5,543,525","1.62K","0.46%"
"2022-04-05","5,630,025","5,720,000","5,793,994","5,617,821","1.48K","-1.57%"
"2022-04-06","5,345,255","5,630,025","5,645,000","5,341,000","1.88K","-5.06%"
"2022-04-07","5,397,922","5,344,362","5,448,055","5,285,365","1.24K","0.99%"
"2022-04-08","5,257,774","5,397,922","5,468,888","5,240,644","1.32K","-2.60%"
"2022-04-09","5,319,300","5,257,774","5,324,190","5,240,479","0.46K","1.17%"
"2022-04-10","5,247,739","5,319,300","5,394,978","5,213,512","0.73K","-1.35%"
"2022-04-11","4,960,897","5,249,003","5,312,217","4,916,697","2.20K","-5.47%"
"2022-04-12","5,029,088","4,960,897","5,100,232","4,924,044","1.70K","1.37%"
"2022-04-13","5,159,821","5,029,088","5,203,685","4,976,829","1.66K","2.60%"
"2022-04-14","5,043,000","5,159,821","5,197,800","4,991,088","1.11K","-2.26%"
"2022-04-15","5,133,258","5,043,000","5,172,665","5,020,290","0.89K","1.79%"
