"日付","終値","始値","高値","安値","出来高","変化率 %"
"2025-04-03","12,176,042","12,215,000","12,429,122","11,832,901","1.53K","-0.36%"
"2025-04-04","12,313,000","12,180,600","12,460,000","11,822,124","1.52K","1.12%"
"2025-04-05","12,280,000","12,313,000","12,370,257","12,104,301","0.29K","-0.27%"
"2025-04-06","11,400,000","12,276,880","12,308,692","11,175,223","0.97K","-7.17%"
"2025-04-07","11,700,455","11,406,898","11,999,999","10,800,000","2.49K","2.64%"
"2025-04-08","11,127,055","11,700,200","11,936,899","11,117,601","1.39K","-4.90%"
"2025-04-09","12,186,600","11,127,722","12,369,400","10,853,825","2.04K","9.52%"
"2025-04-10","11,451,630","12,178,491","12,209,104","11,324,955","1.26K","-6.03%"
"2025-04-11","11,975,718","11,444,313","12,150,403","11,331,017","1.33K","4.58%"
"2025-04-12","12,244,500","11,976,300","12,330,182","11,892,979","0.59K","2.24%"
"2025-04-13","12,042,303","12,244,500","12,337,898","11,940,683","0.66K","-1.65%"
"2025-04-14","12,129,742","12,042,303","12,309,997","11,992,241","1.04K","0.73%"
"2025-04-15","11,996,885","12,136,855","12,382,897","11,988,900","0.95K","-1.10%"
"2025-04-16","11,947,675","11,996,885","12,205,692","11,841,821","0.97K","-0.41%"
"2025-04-17","12,105,900","11,947,675","12,201,700","11,919,300","0.92K","1.32%"
"2025-04-18","12,042,769","12,105,900","12,140,648","12,021,903","0.49K","-0.52%"
"2025-04-19","12,118,500","12,042,769","12,190,600","12,021,934","0.22K","0.63%"
"2025-04-20","12,079,399","12,118,500","12,149,200","11,960,702","0.33K","-0.32%"
"2025-04-21","12,351,665","12,080,000","12,470,000","12,057,728","1.05K","2.25%"
"2025-04-22","13,347,271","12,352,263","13,398,800","12,305,811","1.25K","8.06%"
"2025-04-23","13,439,513","13,351,977","13,517,998","13,105,566","1.40K","0.69%"
"2025-04-24","13,451,989","13,439,513","13,456,713","13,101,000","1.05K","0.09%"
"2025-04-25","13,628,340","13,451,999","13,807,628","13,303,938","1.16K","1.31%"
"2025-04-26","13,619,397","13,628,340","13,700,000","13,520,293","0.45K","-0.07%"
"2025-04-27","13,498,513","13,619,998","13,708,000","13,476,586","0.41K","-0.89%"
"2025-04-28","13,548,445","13,498,515","13,728,900","13,336,004","0.94K","0.37%"
"2025-04-29","13,440,709","13,548,445","13,615,722","13,373,556","0.57K","-0.80%"
"2025-04-30","13,504,406","13,440,535","13,648,000","13,293,053","0.91K","0.47%"
"2025-05-01","14,061,972","13,504,288","14,196,738","13,491,380","1.04K","4.13%"
"2025-05-02","14,083,900","14,065,637","14,199,000","13,950,005","0.82K","0.16%"
"2025-05-03","13,955,186","14,083,900","14,091,323","13,936,650","0.44K","-0.91%"
"2025-05-04","13,676,700","13,955,186","14,003,397","13,650,445","0.49K","-2.00%"
"2025-05-05","13,638,499","13,670,592","13,754,876","13,468,000","0.56K","-0.28%"
"2025-05-06","13,873,792","13,638,499","13,886,000","13,317,000","0.62K","1.73%"
"2025-05-07","13,977,250","13,877,111","14,040,001","13,751,303","0.90K","0.75%"
"2025-05-08","15,072,003","13,977,442","15,180,000","13,949,500","1.35K","7.83%"
"2025-05-09","14,976,400","15,075,585","15,162,530","14,866,023","0.83K","-0.63%"
"2025-05-10","15,244,997","14,976,400","15,258,668","14,955,300","0.49K","1.79%"
"2025-05-11","15,203,570","15,245,220","15,298,500","15,040,400","0.70K","-0.27%"
"2025-05-12","15,264,453","15,203,250","15,591,658","14,973,989","1.36K","0.40%"
"2025-05-13","15,384,700","15,262,000","15,475,000","15,024,000","0.79K","0.79%"
"2025-05-14","15,196,000","15,379,244","15,387,903","15,060,300","0.83K","-1.23%"
"2025-05-15","15,132,548","15,196,000","15,250,000","14,823,928","1.00K","-0.42%"
"2025-05-16","15,113,200","15,132,548","15,286,298","15,016,851","0.62K","-0.13%"
"2025-05-17","15,061,376","15,114,794","15,145,861","15,001,000","0.39K","-0.34%"
"2025-05-18","15,480,397","15,061,376","15,492,000","15,058,003","0.62K","2.78%"
"2025-05-19","15,326,916","15,480,396","15,550,000","14,833,923","1.23K","-0.99%"
"2025-05-20","15,424,964","15,320,001","15,513,130","15,125,300","0.99K","0.64%"
"2025-05-21","15,746,684","15,429,585","15,905,014","15,270,000","1.30K","2.09%"
"2025-05-22","16,078,848","15,758,942","16,149,482","15,665,273","1.05K","2.11%"
"2025-05-23","15,314,733","16,078,836","16,089,699","15,250,000","1.33K","-4.75%"
"2025-05-24","15,405,299","15,311,212","15,632,899","15,251,301","0.43K","0.59%"
"2025-05-25","15,599,004","15,404,332","15,633,148","15,229,500","0.52K","1.26%"
"2025-05-26","15,637,799","15,605,999","15,797,499","15,542,231","0.80K","0.25%"
"2025-05-27","15,723,700","15,637,585","15,952,800","15,337,091","0.88K","0.55%"
"2025-05-28","15,718,300","15,710,016","15,805,097","15,507,077","0.75K","-0.03%"
"2025-05-29","15,209,502","15,720,000","15,834,758","15,188,428","1.06K","-3.24%"
"2025-05-30","14,997,100","15,202,281","15,332,958","14,942,301","1.14K","-1.40%"
"2025-05-31","15,107,797","14,988,000","15,152,216","14,873,062","0.56K","0.74%"
"2025-06-01","15,221,000","15,110,657","15,258,598","14,974,800","0.36K","0.75%"
"2025-06-02","15,095,901","15,222,800","15,223,600","14,826,400","0.75K","-0.82%"
"2025-06-03","15,179,634","15,095,901","15,390,522","15,000,717","0.69K","0.55%"
"2025-06-04","14,973,796","15,179,634","15,316,900","14,950,000","0.63K","-1.36%"
"2025-06-05","14,606,594","14,969,811","15,212,838","14,437,033","0.86K","-2.45%"
"2025-06-06","15,105,900","14,606,594","15,287,590","14,550,213","0.60K","3.42%"
"2025-06-07","15,285,596","15,105,900","15,333,900","15,047,100","0.24K","1.19%"
"2025-06-08","15,294,972","15,288,167","15,405,397","15,202,085","0.28K","0.06%"
"2025-06-09","15,909,519","15,296,914","15,926,560","15,227,205","0.92K","4.02%"
"2025-06-10","15,955,279","15,909,999","15,960,000","15,706,587","0.70K","0.29%"
"2025-06-11","15,690,000","15,953,206","15,998,500","15,625,540","0.56K","-1.66%"
"2025-06-12","15,161,389","15,690,000","15,716,825","15,161,389","0.90K","-3.37%"
"2025-06-13","15,300,933","15,161,629","15,313,697","14,740,001","1.49K","0.92%"
"2025-06-14","15,208,100","15,304,014","15,317,363","15,053,801","0.23K","-0.61%"
"2025-06-15","15,285,560","15,208,100","15,301,625","15,078,685","0.26K","0.51%"
"2025-06-16","15,448,197","15,285,543","15,753,651","15,158,000","0.82K","1.06%"
"2025-06-17","15,231,838","15,452,726","15,630,076","15,032,100","0.86K","-1.40%"
"2025-06-18","15,221,893","15,231,880","15,333,381","15,025,187","0.69K","-0.07%"
"2025-06-19","15,212,999","15,221,893","15,315,467","15,150,300","0.38K","-0.06%"
"2025-06-20","15,127,000","15,214,998","15,506,300","14,964,200","0.75K","-0.57%"
"2025-06-21","14,946,944","15,127,168","15,226,392","14,774,001","0.46K","-1.19%"
"2025-06-22","14,784,785","14,954,309","15,123,532","14,375,000","0.80K","-1.08%"
"2025-06-23","15,373,869","14,775,801","15,456,784","14,610,000","0.95K","3.98%"
"2025-06-24","15,379,000","15,373,857","15,388,500","15,207,774","0.61K","0.03%"
"2025-06-25","15,559,403","15,380,000","15,750,000","15,353,300","0.83K","1.17%"
"2025-06-26","15,495,895","15,559,403","15,692,000","15,418,008","0.53K","-0.41%"
"2025-06-27","15,513,136","15,492,394","15,587,792","15,420,000","0.48K","0.11%"
"2025-06-28","15,548,193","15,513,136","15,589,997","15,484,157","0.27K","0.23%"
"2025-06-29","15,660,586","15,548,193","15,705,433","15,516,607","0.33K","0.72%"
"2025-06-30","15,440,548","15,668,523","15,729,799","15,425,469","0.63K","-1.41%"
"2025-07-01","15,184,079","15,440,555","15,482,700","15,132,781","0.70K","-1.66%"
"2025-07-02","15,586,407","15,175,000","15,748,499","15,119,651","0.81K","2.65%"
"2025-07-03","15,832,897","15,586,407","15,985,894","15,580,000","0.67K","1.58%"
"2025-07-04","15,644,400","15,832,897","15,858,606","15,531,400","0.55K","-1.19%"
"2025-07-05","15,658,100","15,644,400","15,691,182","15,606,150","0.16K","0.09%"
"2025-07-06","15,791,070","15,660,000","15,850,000","15,607,003","0.30K","0.85%"
"2025-07-07","15,801,475","15,791,069","15,890,000","15,700,371","0.32K","0.07%"
"2025-07-08","15,995,471","15,806,024","16,017,400","15,728,401","0.47K","1.23%"
"2025-07-09","16,230,000","15,995,471","16,324,009","15,905,000","0.73K","1.47%"
"2025-07-10","16,892,584","16,234,090","17,000,000","16,150,501","0.86K","4.08%"
"2025-07-11","17,273,796","16,889,146","17,468,200","16,822,796","1.15K","2.26%"
"2025-07-12","17,280,612","17,273,796","17,381,192","17,233,216","0.33K","0.04%"
"2025-07-13","17,518,992","17,280,612","17,557,828","17,265,000","0.42K","1.38%"
"2025-07-14","17,712,024","17,522,138","18,122,222","17,470,104","1.29K","1.10%"
"2025-07-15","17,525,000","17,707,608","17,713,732","17,175,798","0.92K","-1.06%"
"2025-07-16","17,584,740","17,525,364","17,785,144","17,440,916","0.78K","0.34%"
"2025-07-17","17,702,168","17,583,958","17,958,600","17,488,882","0.73K","0.67%"
"2025-07-18","17,573,560","17,693,752","17,979,500","17,387,796","0.80K","-0.73%"
"2025-07-19","17,564,596","17,573,560","17,661,300","17,490,548","0.25K","-0.05%"
"2025-07-20","17,438,800","17,570,602","17,699,980","17,335,968","0.42K","-0.72%"
"2025-07-21","17,336,494","17,430,000","17,729,900","17,218,560","0.53K","-0.59%"
"2025-07-22","17,617,100","17,336,494","17,644,100","17,178,466","0.68K","1.62%"
"2025-07-23","17,399,100","17,617,680","17,617,680","17,211,112","0.63K","-1.24%"
"2025-07-24","17,396,400","17,399,100","17,549,064","17,166,392","0.68K","-0.02%"
"2025-07-25","17,371,204","17,405,000","17,436,260","16,943,736","0.86K","-0.14%"
"2025-07-26","17,420,894","17,366,996","17,470,000","17,301,324","0.21K","0.29%"
"2025-07-27","17,641,302","17,420,894","17,689,600","17,404,442","0.30K","1.27%"
"2025-07-28","17,550,000","17,644,668","17,719,988","17,466,604","0.52K","-0.52%"
"2025-07-29","17,529,300","17,550,000","17,748,150","17,403,106","0.67K","-0.12%"
"2025-07-30","17,590,488","17,527,300","17,691,896","17,340,508","0.63K","0.35%"
"2025-07-31","17,483,524","17,590,492","17,894,300","17,450,000","0.77K","-0.61%"
"2025-08-01","16,728,000","17,480,286","17,525,000","16,628,544","1.38K","-4.32%"
"2025-08-02","16,620,896","16,726,308","16,860,482","16,532,600","0.52K","-0.64%"
"2025-08-03","16,858,596","16,620,896","16,944,142","16,540,000","0.32K","1.43%"
"2025-08-04","16,912,998","16,859,948","17,035,000","16,807,780","0.64K","0.32%"
"2025-08-05","16,850,052","16,911,272","17,009,572","16,595,170","0.69K","-0.37%"
"2025-08-06","16,936,600","16,850,052","17,035,000","16,722,900","0.53K","0.51%"
"2025-08-07","17,259,496","16,936,600","17,303,000","16,855,200","0.59K","1.91%"
"2025-08-08","17,231,300","17,260,000","17,344,788","17,142,066","0.60K","-0.16%"
"2025-08-09","17,223,538","17,231,300","17,395,378","17,200,000","0.42K","-0.05%"
"2025-08-10","17,608,900","17,223,538","17,616,764","17,222,036","0.59K","2.24%"
"2025-08-11","17,595,224","17,608,900","18,005,000","17,540,400","1.03K","-0.08%"
"2025-08-12","17,753,764","17,595,224","17,787,200","17,567,000","0.66K","0.90%"
"2025-08-13","18,153,700","17,750,252","18,197,598","17,615,000","0.96K","2.25%"
"2025-08-14","17,519,464","18,154,998","18,243,600","17,372,300","1.06K","-3.49%"
"2025-08-15","17,320,506","17,523,578","17,593,600","17,201,800","0.66K","-1.14%"
"2025-08-16","17,318,800","17,324,618","17,399,500","17,290,000","0.17K","-0.01%"
"2025-08-17","17,328,368","17,318,800","17,492,560","17,290,040","0.37K","0.06%"
"2025-08-18","17,217,380","17,322,200","17,367,152","16,926,516","0.83K","-0.64%"
"2025-08-19","16,695,891","17,218,540","17,264,712","16,645,300","0.79K","-3.03%"
"2025-08-20","16,876,864","16,697,402","16,911,496","16,575,135","0.69K","1.08%"
"2025-08-21","16,708,324","16,865,000","16,948,068","16,630,001","0.44K","-1.00%"
"2025-08-22","17,175,804","16,708,324","17,235,220","16,624,595","0.72K","2.80%"
"2025-08-23","16,964,300","17,174,288","17,189,984","16,830,958","0.22K","-1.23%"
"2025-08-24","16,730,200","16,961,200","16,995,296","16,400,000","0.43K","-1.38%"
"2025-08-25","16,299,297","16,725,648","16,766,632","16,170,398","0.83K","-2.58%"
"2025-08-26","16,499,497","16,294,016","16,588,216","16,024,488","0.71K","1.23%"
"2025-08-27","16,403,738","16,499,497","16,680,635","16,346,500","0.61K","-0.58%"
"2025-08-28","16,560,410","16,408,687","16,725,552","16,372,093","0.61K","0.96%"
"2025-08-29","15,973,957","16,560,410","16,562,700","15,835,450","1.00K","-3.54%"
"2025-08-30","16,028,892","15,970,000","16,043,961","15,820,221","0.33K","0.34%"
"2025-08-31","15,950,019","16,031,946","16,123,387","15,928,337","0.29K","-0.49%"
"2025-09-01","16,088,771","15,953,231","16,182,872","15,791,463","0.73K","0.87%"
"2025-09-02","16,537,292","16,077,326","16,550,000","16,053,504","0.72K","2.79%"
"2025-09-03","16,549,099","16,540,000","16,678,662","16,450,000","0.48K","0.07%"
"2025-09-04","16,447,367","16,549,099","16,620,800","16,275,615","0.50K","-0.61%"
"2025-09-05","16,325,477","16,451,612","16,764,964","16,236,300","0.86K","-0.74%"
"2025-09-06","16,263,027","16,325,477","16,434,200","16,235,720","0.20K","-0.38%"
"2025-09-07","16,492,410","16,265,785","16,569,749","16,264,100","0.27K","1.41%"
"2025-09-08","16,530,952","16,492,410","16,672,875","16,406,260","0.47K","0.23%"
"2025-09-09","16,450,037","16,531,520","16,687,999","16,333,000","0.52K","-0.49%"
"2025-09-10","16,809,300","16,450,037","16,861,044","16,371,925","0.71K","2.18%"
"2025-09-11","17,014,000","16,809,300","17,016,700","16,750,975","0.67K","1.22%"
"2025-09-12","17,150,000","17,020,000","17,243,494","16,992,134","0.64K","0.80%"
"2025-09-13","17,132,100","17,146,548","17,191,600","17,012,800","0.25K","-0.10%"
"2025-09-14","17,064,224","17,132,100","17,170,000","17,027,000","0.27K","-0.40%"
"2025-09-15","17,021,688","17,045,478","17,230,524","16,876,220","0.37K","-0.25%"
"2025-09-16","17,116,964","17,022,304","17,150,732","16,871,436","0.56K","0.56%"
"2025-09-17","17,119,600","17,118,000","17,219,800","16,820,000","0.85K","0.02%"
"2025-09-18","17,338,196","17,123,848","17,470,000","17,075,000","0.64K","1.28%"
"2025-09-19","17,142,500","17,338,196","17,413,452","17,060,012","0.65K","-1.13%"
"2025-09-20","17,148,600","17,143,910","17,209,748","17,110,240","0.20K","0.04%"
"2025-09-21","17,090,308","17,148,600","17,173,182","17,069,000","0.24K","-0.34%"
"2025-09-22","16,684,495","17,090,308","17,116,996","16,577,444","0.94K","-2.37%"
"2025-09-23","16,558,397","16,682,374","16,760,000","16,484,436","0.45K","-0.76%"
"2025-09-24","16,879,096","16,558,397","16,978,700","16,491,364","0.62K","1.94%"
"2025-09-25","16,362,198","16,879,096","16,902,460","16,300,050","0.74K","-3.06%"
"2025-09-26","16,434,392","16,362,198","16,528,168","16,299,270","0.56K","0.44%"
"2025-09-27","16,412,519","16,434,241","16,450,000","16,340,919","0.21K","-0.13%"
"2025-09-28","16,776,625","16,409,726","16,809,784","16,365,000","0.30K","2.22%"
"2025-09-29","17,016,168","16,766,914","17,025,274","16,615,666","0.68K","1.43%"
"2025-09-30","16,895,000","17,016,126","17,092,980","16,688,000","0.69K","-0.71%"
"2025-10-01","17,450,000","16,890,556","17,450,632","16,847,428","0.80K","3.28%"
"2025-10-02","17,740,000","17,450,000","17,803,400","17,419,960","0.76K","1.66%"
"2025-10-03","18,011,088","17,740,000","18,272,896","17,611,000","0.89K","1.53%"
"2025-10-04","18,066,604","18,011,900","18,137,160","17,945,612","0.31K","0.31%"
"2025-10-05","18,473,600","18,066,604","18,500,000","18,030,002","0.87K","2.25%"
"2025-10-06","18,759,800","18,473,000","18,950,000","18,434,660","0.84K","1.55%"
"2025-10-07","18,482,000","18,753,210","18,896,200","18,302,168","0.93K","-1.48%"
"2025-10-08","18,836,738","18,477,000","18,975,000","18,471,220","0.73K","1.92%"
"2025-10-09","18,641,178","18,836,738","18,927,874","18,355,900","0.80K","-1.04%"
"2025-10-10","17,184,678","18,648,704","18,725,000","16,150,012","1.44K","-7.81%"
"2025-10-11","16,924,508","17,180,000","17,233,740","16,738,800","0.94K","-1.51%"
"2025-10-12","17,543,152","16,924,508","17,666,666","16,700,000","0.60K","3.66%"
"2025-10-13","17,578,034","17,545,880","17,672,500","17,322,636","0.52K","0.20%"
"2025-10-14","17,191,864","17,580,110","17,637,036","16,750,000","0.99K","-2.20%"
"2025-10-15","16,761,561","17,190,572","17,205,800","16,693,472","0.85K","-2.50%"
"2025-10-16","16,289,730","16,761,561","16,976,396","16,200,000","1.11K","-2.81%"
"2025-10-17","16,101,403","16,289,730","16,441,000","15,557,928","1.30K","-1.16%"
"2025-10-18","16,194,829","16,090,108","16,250,000","16,074,771","0.31K","0.58%"
"2025-10-19","16,439,500","16,194,572","16,546,000","16,024,397","0.60K","1.51%"
"2025-10-20","16,704,395","16,443,885","16,860,400","16,229,397","0.88K","1.61%"
"2025-10-21","16,458,015","16,704,395","17,317,100","16,276,203","1.39K","-1.47%"
"2025-10-22","16,369,483","16,461,240","16,594,300","16,241,000","0.89K","-0.54%"
"2025-10-23","16,822,298","16,369,483","17,000,000","16,369,483","0.76K","2.77%"
"2025-10-24","16,982,124","16,821,064","17,113,344","16,781,452","0.80K","0.95%"
"2025-10-25","17,085,796","16,982,124","17,130,000","16,942,500","0.22K","0.61%"
"2025-10-26","17,520,248","17,085,796","17,589,820","17,031,700","0.57K","2.54%"
"2025-10-27","17,440,528","17,530,000","17,812,730","17,400,100","0.92K","-0.46%"
"2025-10-28","17,159,564","17,431,000","17,686,184","17,100,000","0.99K","-1.61%"
"2025-10-29","16,835,196","17,147,600","17,320,000","16,762,782","0.80K","-1.89%"
"2025-10-30","16,693,527","16,829,012","17,164,612","16,400,000","1.05K","-0.84%"
"2025-10-31","16,896,092","16,693,292","17,105,000","16,690,711","0.85K","1.21%"
"2025-11-01","16,970,464","16,896,092","17,043,600","16,870,000","0.18K","0.44%"
"2025-11-02","17,066,400","16,970,464","17,123,596","16,890,000","0.18K","0.57%"
"2025-11-03","16,444,764","17,056,788","17,088,748","16,246,839","0.56K","-3.64%"
"2025-11-04","15,605,203","16,442,793","16,577,711","15,201,000","1.23K","-5.11%"
"2025-11-05","16,032,813","15,590,225","16,140,000","15,157,958","1.12K","2.74%"
"2025-11-06","15,511,961","16,032,813","16,068,000","15,370,036","0.90K","-3.25%"
"2025-11-07","15,850,000","15,521,054","15,977,700","15,212,565","0.84K","2.18%"
"2025-11-08","15,725,599","15,849,704","15,862,688","15,583,927","0.21K","-0.78%"
"2025-11-09","16,128,997","15,725,599","16,221,799","15,590,595","0.36K","2.57%"
"2025-11-10","16,357,386","16,120,846","16,443,710","16,050,000","0.76K","1.42%"
"2025-11-11","15,900,023","16,354,005","16,606,750","15,806,340","0.86K","-2.80%"
"2025-11-12","15,740,849","15,900,023","16,321,379","15,615,367","0.95K","-1.00%"
"2025-11-13","15,429,064","15,747,303","16,134,999","15,155,891","1.26K","-1.98%"
"2025-11-14","14,651,390","15,427,130","15,456,716","14,540,900","1.58K","-5.04%"
"2025-11-15","14,786,318","14,651,144","14,981,046","14,651,144","0.45K","0.92%"
"2025-11-16","14,582,498","14,786,318","14,948,697","14,380,000","0.54K","-1.38%"
"2025-11-17","14,322,559","14,583,208","14,873,997","14,200,124","0.92K","-1.78%"
"2025-11-18","14,468,245","14,322,559","14,604,364","13,852,300","1.23K","1.02%"
"2025-11-19","14,383,209","14,468,245","14,478,927","13,916,588","1.16K","-0.59%"
"2025-11-20","13,645,624","14,383,209","14,694,100","13,585,000","1.35K","-5.13%"
"2025-11-21","13,322,128","13,635,381","13,779,997","12,635,000","1.95K","-2.37%"
"2025-11-22","13,261,088","13,322,128","13,386,793","13,070,000","0.39K","-0.46%"
"2025-11-23","13,617,986","13,261,088","13,801,852","13,251,463","0.88K","2.69%"
"2025-11-24","13,859,341","13,617,986","13,990,325","13,388,315","0.89K","1.77%"
